Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Scratch-N-Sniff,"Scratch-N-Sniff Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105790176/scratch-n-sniff,2.4,-1,Boulder,V1,1,15,34.07647,-116.24317
"Turnbuckle Arete","Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106296025/turnbuckle-arete,1.9,-1,Boulder,V-easy,1,12,34.00964,-116.16705
"Block Party","Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106048321/block-party,2.6,-1,Boulder,V2-,1,25,34.00983,-116.16681
"Intersection Boulder, Center","Intersection Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725287/intersection-boulder-center,2.1,-1,Boulder,V2,1,20,34.01512,-116.1628
"Lotus Flower","Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722902/lotus-flower,2.8,-1,Boulder,V3+,1,20,34.01707,-116.04227
"Classic Melon","Melon Boulder > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106587743/classic-melon,2.8,-1,Boulder,V3,1,15,34.01773,-116.1723
"Diamond in the Rough","Maverick Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106090956/diamond-in-the-rough,2.0,-1,Boulder,V-easy,1,12,33.98595,-116.15924
Patina,"Hobbit Hole Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107996068/patina,2.3,-1,Boulder,V2,1,12,34.0229,-116.16414
"Bardini Crack (Sit)","Blas Beemer Boulder > Blas Beemer Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112469196/bardini-crack-sit,2.6,-1,Boulder,V4,1,12,34.02787,-116.1787
"Right Nixon Crack","Nixon Cracks > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114241085/right-nixon-crack,2.6,-1,Boulder,"V0 PG13",1,15,34.01914,-116.16419
"The Smoke Detector","Little Big Horn Boulder > Little Bighorn Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115349/the-smoke-detector,2.6,-1,Boulder,V4-,1,15,34.01369,-116.15482
"Pocket Change","Hensel Boulder > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106224151/pocket-change,2.4,-1,Boulder,V1,1,10,34.01824,-116.16346
"Largo Dyno","Powell Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106048482/largo-dyno,2.3,-1,Boulder,V4,1,11,34.02547,-116.1645
Faro,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106418958/faro,2.2,-1,Boulder,V1,1,15,34.00254,-116.14998
"Corned Beef Hash","Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558592/corned-beef-hash,2.0,-1,Boulder,V-easy,1,13,34.0283,-116.18199
Chitlins,"Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558598/chitlins,2.0,-1,Boulder,V-easy,1,15,34.0283,-116.18199
"Stand Up for Your Rights","Entrance Boulder > Entrance Boulder & Vicinity > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143763/stand-up-for-your-rights,2.5,-1,Boulder,V0,1,16,34.01256,-116.16836
"Stoney Point Problem (aka Bambam)","Tidal Wave Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725503/stoney-point-problem-aka-bambam,2.1,-1,Boulder,V3,1,15,34.02066,-116.16503
"Echo Rock Traverse","Echo Rock Proper > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106680213/echo-rock-traverse,2.5,-1,Boulder,V0,1,100,34.02539,-116.15651
"The Snows of Kilimanjaro","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356198/the-snows-of-kilimanjaro,2.4,-1,Boulder,V1,1,15,34.02395,-116.17707
Powerslave,"Powers Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114012399/powerslave,2.2,-1,Boulder,V5,1,12,33.98405,-116.15199
Interceptor,"Interceptor Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106045780/interceptor,2.1,-1,Boulder,V0,1,15,34.01191,-116.15107
"Belly Roll","Belly Roll Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126621/belly-roll,2.1,-1,Boulder,V1,1,12,34.01217,-116.16226
Smoothie,"Chocolate Boulder 1 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789396/smoothie,1.7,-1,Boulder,V0+,1,20,34.06259,-116.22631
"Blue Plate Special","Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558603/blue-plate-special,2.1,-1,Boulder,V-easy,1,20,34.0283,-116.18199
"Alright Arete","OK Corridor > Planet X Area > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105798072/alright-arete,2.6,-1,Boulder,"V-easy R",1,22,33.99606,-116.15596
"Ceremonial Campus Problem","Sacred Land Boulder > Painted Savage Boulders > Sacred Land > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108106123/ceremonial-campus-problem,2.0,-1,Boulder,V2,1,12,33.98331,-116.15085
Unknown,"Strawberry Contraceptives Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111735651/unknown,2.1,-1,Boulder,V0-1,1,11,33.99762,-116.15424
Showstopper,"Showstopper Rock > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106048345/showstopper,2.6,-1,Boulder,V3,1,15,34.01419,-116.16843
"Give Thanx","Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106676755/give-thanx,2.6,-1,Boulder,V-easy,1,15,34.01273,-116.1793
"West Face - Right","Dino's Egg > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107996040/west-face-right,1.9,-1,Boulder,V-easy,1,11,34.02051,-116.16504
"Descent Route","Wave Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117037/descent-route,1.7,-1,Boulder,V-easy,1,20,34.0097,-116.16717
Unknown,"Strawberry Contraceptives Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122182887/unknown,2.3,-1,Boulder,V2,1,,33.99762,-116.15424
"Pocket Rocket","Caveman Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/115708188/pocket-rocket,2.7,-1,Boulder,V3,1,20,34.01622,-116.1633
"Evan's Problem","Sports Challenge Rock > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116494567/evans-problem,2.7,-1,Boulder,V4,1,5,34.01411,-116.169
3-Star-Crack,"Star Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120110363/3-star-crack,2.7,-1,Boulder,V0,1,16,33.95522,-116.09084
"Unnamed V0","The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114429393/unnamed-v0,2.1,-1,Boulder,V0,1,13,34.01398,-116.15439
"Watergate Scandal","Nixon Cracks > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114241069/watergate-scandal,2.7,-1,Boulder,V5,1,14,34.01914,-116.16419
Fedora,"The Hatrack > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725560/fedora,1.6,-1,Boulder,V-easy,1,10,33.98928,-116.16353
Crack,"Unnamed Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121676001/crack,2.8,-1,Boulder,V1-,1,15,33.99781,-116.15352
"Unnamed 3","Land of the Lost Boulder > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120494831/unnamed-3,2.5,-1,Boulder,V0,1,11,34.0261,-116.15844
"Chili Pepper","Chili Pepper > North Wonderland Approach > Wonderland North > Wonderland of Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/113923326/chili-pepper,2.7,-1,Boulder,V4,1,16,34.04702,-116.18316
"The Reider Problem","Intersection Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106463964/the-reider-problem,2.7,-1,Boulder,V4,1,18,34.01538,-116.16346
[Redacted],"Dike Boulder > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105908473/redacted,2.7,-1,Boulder,V8+,1,15,33.94256,-116.07694
"Tour of Duty","Tour Boulder Two > Tour Boulders > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106585643/tour-of-duty,2.7,-1,Boulder,V2+,1,15,33.94182,-116.07845
"Chocolate Slab","Chocolate Slab Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106458227/chocolate-slab,2.7,-1,Boulder,V0+,1,15,33.94662,-116.07231
"Under the Garden Angel Left","Garden Angel Boulder > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118571156/under-the-garden-angel-left,2.5,-1,Boulder,V1,1,10,33.99739,-116.1469
"Shocked Quartz","Shocked Quartz > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116377081/shocked-quartz,2.5,-1,Boulder,V0,1,12,34.01981,-116.1637
Wannabe,"Facet Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106157170/wannabe,1.3,-1,Boulder,V-easy,1,10,33.98414,-116.1525
Wrangler,"Manx Boulders - Southeast Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115194/wrangler,1.8,-1,Boulder,V2,1,12,34.01419,-116.15821
"Medium Chuckie","Chuckawalla Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112425465/medium-chuckie,2.3,-1,Boulder,V4+,1,10,34.02056,-116.16505
"Turnbuckle Slab","Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106296817/turnbuckle-slab,1.8,-1,Boulder,V-easy,1,12,34.00964,-116.16705
Unnamed,"Land of the Lost Boulder > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108017999/unnamed,1.9,-1,Boulder,V1,1,12,34.0261,-116.15844
"Thunder Egg","Thunder Egg Boulder > Boyscout Trailhead Bouldering > Wonderland of Rocks North Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120253954/thunder-egg,2.4,-1,Boulder,V5-,1,10,34.04032,-116.1863
"Gospel According to Niles","Roof Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113103613/gospel-according-to-niles,2.3,-1,Boulder,V5,1,,33.98392,-116.15436
"Mulligan Slab","Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106708062/mulligan-slab,2.4,-1,Boulder,V4,1,12,33.99418,-116.14301
"X Offender","Illicit Sweetie Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106649403/x-offender,2.1,-1,Boulder,V2,1,18,33.99802,-116.15351
"Forged in Fire","Anvil Boulder > Varnished Wall Boulders > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648319/forged-in-fire,2.4,-1,Boulder,V1,1,10,34.09439,-116.15423
